id,title,text,label
393,VIRAL: Scientists reveal moon landing was staged #216,"Despite attempts to suppress this information, brave insiders are speaking out about the real agenda.",1
161,Federal Reserve raises interest rates by 25 basis points #318,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
182,Supreme Court rules on landmark privacy case #404,Data released by the relevant authority shows a consistent trend over the past five years.,0
144,Central bank governor speaks at annual economic summit #253,Officials confirmed the decision following a meeting of the relevant committee. The measure is expected to take effect next quarter.,0
296,Parliament passes new infrastructure spending bill #307,Data released by the relevant authority shows a consistent trend over the past five years.,0
470,Finance minister presents annual budget to legislature #276,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
241,SHOCKING: Government hiding cure for cancer from public #184,"Despite attempts to suppress this information, brave insiders are speaking out about the real agenda.",1
365,EXPOSED: Mainstream media lies about economy #32,The mainstream media refuses to cover this story. Share before it gets deleted.,1
100,BOMBSHELL: Election rigged by foreign powers confirmed #249,Multiple sources confirm this explosive revelation that changes everything we thought we knew.,1
219,REVEALED: Climate change data manipulated by globalists #234,"Despite attempts to suppress this information, brave insiders are speaking out about the real agenda.",1
203,EXPOSED: Mainstream media lies about economy #165,Multiple sources confirm this explosive revelation that changes everything we thought we knew.,1
487,Scientists publish findings on deep-sea biodiversity #330,Officials confirmed the decision following a meeting of the relevant committee. The measure is expected to take effect next quarter.,0
5,Scientists publish findings on deep-sea biodiversity #394,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
22,University researchers develop new battery technology #280,Data released by the relevant authority shows a consistent trend over the past five years.,0
294,REVEALED: Climate change data manipulated by globalists #112,Sources close to the matter confirm what many have suspected for years. The establishment does not want you to know this information.,1
290,WHO releases updated guidelines on respiratory infections #355,Data released by the relevant authority shows a consistent trend over the past five years.,0
416,WHO releases updated guidelines on respiratory infections #259,The announcement follows months of deliberation among experts and stakeholders in the field.,0
312,Finance minister presents annual budget to legislature #402,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
341,VIRAL: Scientists reveal moon landing was staged #240,Sources close to the matter confirm what many have suspected for years. The establishment does not want you to know this information.,1
196,REVEALED: Climate change data manipulated by globalists #145,Multiple sources confirm this explosive revelation that changes everything we thought we knew.,1
109,SHOCKING: Government hiding cure for cancer from public #132,The mainstream media refuses to cover this story. Share before it gets deleted.,1
446,EXPOSED: Mainstream media lies about economy #134,"Despite attempts to suppress this information, brave insiders are speaking out about the real agenda.",1
277,Parliament passes new infrastructure spending bill #395,Officials confirmed the decision following a meeting of the relevant committee. The measure is expected to take effect next quarter.,0
357,Central bank governor speaks at annual economic summit #429,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
263,BOMBSHELL: Election rigged by foreign powers confirmed #96,The mainstream media refuses to cover this story. Share before it gets deleted.,1
47,REVEALED: Climate change data manipulated by globalists #11,Sources close to the matter confirm what many have suspected for years. The establishment does not want you to know this information.,1
141,BOMBSHELL: Election rigged by foreign powers confirmed #208,"Despite attempts to suppress this information, brave insiders are speaking out about the real agenda.",1
66,Supreme Court rules on landmark privacy case #451,Officials confirmed the decision following a meeting of the relevant committee. The measure is expected to take effect next quarter.,0
84,Agriculture ministry reports record wheat production #321,The announcement follows months of deliberation among experts and stakeholders in the field.,0
15,Parliament passes new infrastructure spending bill #388,Officials confirmed the decision following a meeting of the relevant committee. The measure is expected to take effect next quarter.,0
309,EXCLUSIVE: World leaders caught in underground conspiracy #120,Sources close to the matter confirm what many have suspected for years. The establishment does not want you to know this information.,1
471,Health ministry confirms decline in seasonal flu cases #443,Data released by the relevant authority shows a consistent trend over the past five years.,0
287,Parliament passes new infrastructure spending bill #444,Data released by the relevant authority shows a consistent trend over the past five years.,0
352,ALERT: Banks planning to steal your savings this weekend #4,Multiple sources confirm this explosive revelation that changes everything we thought we knew.,1
280,Central bank governor speaks at annual economic summit #302,Officials confirmed the decision following a meeting of the relevant committee. The measure is expected to take effect next quarter.,0
60,Supreme Court rules on landmark privacy case #494,"A spokesperson issued a statement clarifying the policy position, adding that further details would be released in due course.",0
392,University researchers develop new battery technology #403,"A spokesperson issued a statement clarifying the policy position, adding that further details would be released in due course.",0
63,Finance minister presents annual budget to legislature #483,Data released by the relevant authority shows a consistent trend over the past five years.,0
235,Supreme Court rules on landmark privacy case #346,Officials confirmed the decision following a meeting of the relevant committee. The measure is expected to take effect next quarter.,0
275,Scientists publish findings on deep-sea biodiversity #351,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
67,EXCLUSIVE: World leaders caught in underground conspiracy #46,An anonymous whistleblower has come forward with documents proving the shocking truth behind this story.,1
335,VIRAL: Scientists reveal moon landing was staged #142,Sources close to the matter confirm what many have suspected for years. The establishment does not want you to know this information.,1
6,Scientists publish findings on deep-sea biodiversity #377,Officials confirmed the decision following a meeting of the relevant committee. The measure is expected to take effect next quarter.,0
279,SHOCKING: Government hiding cure for cancer from public #125,The mainstream media refuses to cover this story. Share before it gets deleted.,1
292,WHO releases updated guidelines on respiratory infections #396,The announcement follows months of deliberation among experts and stakeholders in the field.,0
456,Central bank governor speaks at annual economic summit #445,Data released by the relevant authority shows a consistent trend over the past five years.,0
403,Health ministry confirms decline in seasonal flu cases #251,The announcement follows months of deliberation among experts and stakeholders in the field.,0
333,BREAKING: Celebrities caught in massive fraud scheme #28,An anonymous whistleblower has come forward with documents proving the shocking truth behind this story.,1
204,REVEALED: Climate change data manipulated by globalists #163,Multiple sources confirm this explosive revelation that changes everything we thought we knew.,1
155,Parliament passes new infrastructure spending bill #357,Officials confirmed the decision following a meeting of the relevant committee. The measure is expected to take effect next quarter.,0
18,Health ministry confirms decline in seasonal flu cases #316,"A spokesperson issued a statement clarifying the policy position, adding that further details would be released in due course.",0
450,WARNING: New law will ban free speech next month #243,Multiple sources confirm this explosive revelation that changes everything we thought we knew.,1
269,VIRAL: Scientists reveal moon landing was staged #122,"Despite attempts to suppress this information, brave insiders are speaking out about the real agenda.",1
268,Supreme Court rules on landmark privacy case #407,The announcement follows months of deliberation among experts and stakeholders in the field.,0
4,VIRAL: Scientists reveal moon landing was staged #104,The mainstream media refuses to cover this story. Share before it gets deleted.,1
412,UNBELIEVABLE: Secret vaccine ingredients finally revealed #217,The mainstream media refuses to cover this story. Share before it gets deleted.,1
52,REVEALED: Climate change data manipulated by globalists #131,The mainstream media refuses to cover this story. Share before it gets deleted.,1
59,REVEALED: Climate change data manipulated by globalists #78,Multiple sources confirm this explosive revelation that changes everything we thought we knew.,1
20,Federal Reserve raises interest rates by 25 basis points #490,The announcement follows months of deliberation among experts and stakeholders in the field.,0
300,Federal Reserve raises interest rates by 25 basis points #422,The announcement follows months of deliberation among experts and stakeholders in the field.,0
340,EXCLUSIVE: World leaders caught in underground conspiracy #51,Multiple sources confirm this explosive revelation that changes everything we thought we knew.,1
176,Health ministry confirms decline in seasonal flu cases #373,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
208,Parliament passes new infrastructure spending bill #478,"A spokesperson issued a statement clarifying the policy position, adding that further details would be released in due course.",0
419,Agriculture ministry reports record wheat production #389,Data released by the relevant authority shows a consistent trend over the past five years.,0
162,University researchers develop new battery technology #428,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
371,Supreme Court rules on landmark privacy case #424,Data released by the relevant authority shows a consistent trend over the past five years.,0
439,Central bank governor speaks at annual economic summit #315,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
86,EXPOSED: Mainstream media lies about economy #180,"Despite attempts to suppress this information, brave insiders are speaking out about the real agenda.",1
178,UNBELIEVABLE: Secret vaccine ingredients finally revealed #144,"Despite attempts to suppress this information, brave insiders are speaking out about the real agenda.",1
476,WHO releases updated guidelines on respiratory infections #343,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
361,WHO releases updated guidelines on respiratory infections #292,Officials confirmed the decision following a meeting of the relevant committee. The measure is expected to take effect next quarter.,0
437,SHOCKING: Government hiding cure for cancer from public #241,Sources close to the matter confirm what many have suspected for years. The establishment does not want you to know this information.,1
351,Scientists publish findings on deep-sea biodiversity #412,The announcement follows months of deliberation among experts and stakeholders in the field.,0
115,Health ministry confirms decline in seasonal flu cases #281,Officials confirmed the decision following a meeting of the relevant committee. The measure is expected to take effect next quarter.,0
452,WHO releases updated guidelines on respiratory infections #363,Data released by the relevant authority shows a consistent trend over the past five years.,0
239,ALERT: Banks planning to steal your savings this weekend #177,Multiple sources confirm this explosive revelation that changes everything we thought we knew.,1
355,EXPOSED: Mainstream media lies about economy #100,An anonymous whistleblower has come forward with documents proving the shocking truth behind this story.,1
125,EXCLUSIVE: World leaders caught in underground conspiracy #227,The mainstream media refuses to cover this story. Share before it gets deleted.,1
81,WARNING: New law will ban free speech next month #82,Sources close to the matter confirm what many have suspected for years. The establishment does not want you to know this information.,1
172,University researchers develop new battery technology #489,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
169,EXCLUSIVE: World leaders caught in underground conspiracy #108,The mainstream media refuses to cover this story. Share before it gets deleted.,1
214,Central bank governor speaks at annual economic summit #255,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
237,ALERT: Banks planning to steal your savings this weekend #158,Sources close to the matter confirm what many have suspected for years. The establishment does not want you to know this information.,1
366,Central bank governor speaks at annual economic summit #267,Data released by the relevant authority shows a consistent trend over the past five years.,0
448,Finance minister presents annual budget to legislature #480,"A spokesperson issued a statement clarifying the policy position, adding that further details would be released in due course.",0
120,BREAKING: Celebrities caught in massive fraud scheme #220,Multiple sources confirm this explosive revelation that changes everything we thought we knew.,1
467,Supreme Court rules on landmark privacy case #313,Officials confirmed the decision following a meeting of the relevant committee. The measure is expected to take effect next quarter.,0
315,University researchers develop new battery technology #285,Officials confirmed the decision following a meeting of the relevant committee. The measure is expected to take effect next quarter.,0
189,VIRAL: Scientists reveal moon landing was staged #168,The mainstream media refuses to cover this story. Share before it gets deleted.,1
472,WARNING: New law will ban free speech next month #191,Sources close to the matter confirm what many have suspected for years. The establishment does not want you to know this information.,1
105,VIRAL: Scientists reveal moon landing was staged #56,Sources close to the matter confirm what many have suspected for years. The establishment does not want you to know this information.,1
110,VIRAL: Scientists reveal moon landing was staged #137,"Despite attempts to suppress this information, brave insiders are speaking out about the real agenda.",1
474,Federal Reserve raises interest rates by 25 basis points #293,Officials confirmed the decision following a meeting of the relevant committee. The measure is expected to take effect next quarter.,0
350,Agriculture ministry reports record wheat production #254,Data released by the relevant authority shows a consistent trend over the past five years.,0
324,EXPOSED: Mainstream media lies about economy #65,Multiple sources confirm this explosive revelation that changes everything we thought we knew.,1
30,University researchers develop new battery technology #475,Data released by the relevant authority shows a consistent trend over the past five years.,0
118,SHOCKING: Government hiding cure for cancer from public #117,An anonymous whistleblower has come forward with documents proving the shocking truth behind this story.,1
16,Agriculture ministry reports record wheat production #495,Officials confirmed the decision following a meeting of the relevant committee. The measure is expected to take effect next quarter.,0
126,Parliament passes new infrastructure spending bill #417,Data released by the relevant authority shows a consistent trend over the past five years.,0
411,ALERT: Banks planning to steal your savings this weekend #43,"Despite attempts to suppress this information, brave insiders are speaking out about the real agenda.",1
455,EXPOSED: Mainstream media lies about economy #174,An anonymous whistleblower has come forward with documents proving the shocking truth behind this story.,1
234,University researchers develop new battery technology #360,The announcement follows months of deliberation among experts and stakeholders in the field.,0
430,Central bank governor speaks at annual economic summit #366,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
92,Parliament passes new infrastructure spending bill #362,"A spokesperson issued a statement clarifying the policy position, adding that further details would be released in due course.",0
187,VIRAL: Scientists reveal moon landing was staged #67,The mainstream media refuses to cover this story. Share before it gets deleted.,1
111,Federal Reserve raises interest rates by 25 basis points #423,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
199,Finance minister presents annual budget to legislature #367,Data released by the relevant authority shows a consistent trend over the past five years.,0
338,VIRAL: Scientists reveal moon landing was staged #221,An anonymous whistleblower has come forward with documents proving the shocking truth behind this story.,1
137,EXCLUSIVE: World leaders caught in underground conspiracy #24,The mainstream media refuses to cover this story. Share before it gets deleted.,1
238,UNBELIEVABLE: Secret vaccine ingredients finally revealed #150,Sources close to the matter confirm what many have suspected for years. The establishment does not want you to know this information.,1
475,Scientists publish findings on deep-sea biodiversity #413,Officials confirmed the decision following a meeting of the relevant committee. The measure is expected to take effect next quarter.,0
486,Agriculture ministry reports record wheat production #458,"A spokesperson issued a statement clarifying the policy position, adding that further details would be released in due course.",0
462,EXCLUSIVE: World leaders caught in underground conspiracy #48,Sources close to the matter confirm what many have suspected for years. The establishment does not want you to know this information.,1
342,University researchers develop new battery technology #484,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
158,Health ministry confirms decline in seasonal flu cases #405,Officials confirmed the decision following a meeting of the relevant committee. The measure is expected to take effect next quarter.,0
285,Parliament passes new infrastructure spending bill #420,The announcement follows months of deliberation among experts and stakeholders in the field.,0
358,EXPOSED: Mainstream media lies about economy #213,The mainstream media refuses to cover this story. Share before it gets deleted.,1
72,Parliament passes new infrastructure spending bill #277,"A spokesperson issued a statement clarifying the policy position, adding that further details would be released in due course.",0
152,UNBELIEVABLE: Secret vaccine ingredients finally revealed #45,An anonymous whistleblower has come forward with documents proving the shocking truth behind this story.,1
298,Scientists publish findings on deep-sea biodiversity #487,The announcement follows months of deliberation among experts and stakeholders in the field.,0
50,BOMBSHELL: Election rigged by foreign powers confirmed #72,The mainstream media refuses to cover this story. Share before it gets deleted.,1
83,WARNING: New law will ban free speech next month #172,An anonymous whistleblower has come forward with documents proving the shocking truth behind this story.,1
48,Health ministry confirms decline in seasonal flu cases #415,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
194,REVEALED: Climate change data manipulated by globalists #109,Sources close to the matter confirm what many have suspected for years. The establishment does not want you to know this information.,1
399,EXPOSED: Mainstream media lies about economy #207,An anonymous whistleblower has come forward with documents proving the shocking truth behind this story.,1
44,REVEALED: Climate change data manipulated by globalists #33,Multiple sources confirm this explosive revelation that changes everything we thought we knew.,1
82,WHO releases updated guidelines on respiratory infections #477,"A spokesperson issued a statement clarifying the policy position, adding that further details would be released in due course.",0
436,University researchers develop new battery technology #264,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
233,WARNING: New law will ban free speech next month #6,Multiple sources confirm this explosive revelation that changes everything we thought we knew.,1
383,Finance minister presents annual budget to legislature #326,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
227,Health ministry confirms decline in seasonal flu cases #439,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
58,EXCLUSIVE: World leaders caught in underground conspiracy #204,An anonymous whistleblower has come forward with documents proving the shocking truth behind this story.,1
293,Central bank governor speaks at annual economic summit #340,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
260,Supreme Court rules on landmark privacy case #287,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
457,BOMBSHELL: Election rigged by foreign powers confirmed #189,An anonymous whistleblower has come forward with documents proving the shocking truth behind this story.,1
295,WARNING: New law will ban free speech next month #179,Multiple sources confirm this explosive revelation that changes everything we thought we knew.,1
94,University researchers develop new battery technology #431,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
165,Supreme Court rules on landmark privacy case #471,Data released by the relevant authority shows a consistent trend over the past five years.,0
289,Scientists publish findings on deep-sea biodiversity #291,Officials confirmed the decision following a meeting of the relevant committee. The measure is expected to take effect next quarter.,0
377,BREAKING: Celebrities caught in massive fraud scheme #138,Multiple sources confirm this explosive revelation that changes everything we thought we knew.,1
90,Agriculture ministry reports record wheat production #381,"The report, published in a peer-reviewed journal, outlines the methodology and findings from a three-year study.",0
329,University researchers develop new battery technology #383,"A spokesperson issued a statement clarifying the policy position, adding that further details would be released in due course.",0
87,University researchers develop new battery technology #414,"A spokesperson issued a statement clarifying the policy position, adding that further details would be released in due course.",0
134,SHOCKING: Government hiding cure for cancer from public #140,Multiple sources confirm this explosive revelation that changes everything we thought we knew.,1
168,Health ministry confirms decline in seasonal flu cases #453,Officials confirmed the decision following a meeting of the relevant committee. The measure is expected to take effect next quarter.,0
270,BOMBSHELL: Election rigged by foreign powers confirmed #183,"Despite attempts to suppress this information, brave insiders are speaking out about the real agenda.",1
368,EXPOSED: Mainstream media lies about economy #200,Multiple sources confirm this explosive revelation that changes everything we thought we knew.,1
1,REVEALED: Climate change data manipulated by globalists #73,Sources close to the matter confirm what many have suspected for years. The establishment does not want you to know this information.,1
370,BREAKING: Celebrities caught in massive fraud scheme #27,The mainstream media refuses to cover this story. Share before it gets deleted.,1
305,BOMBSHELL: Election rigged by foreign powers confirmed #197,"Despite attempts to suppress this information, brave insiders are speaking out about the real agenda.",1
449,Health ministry confirms decline in seasonal flu cases #319,"A spokesperson issued a statement clarifying the policy position, adding that further details would be released in due course.",0
112,WHO releases updated guidelines on respiratory infections #335,The announcement follows months of deliberation among experts and stakeholders in the field.,0
201,EXPOSED: Mainstream media lies about economy #83,Sources close to the matter confirm what many have suspected for years. The establishment does not want you to know this information.,1
43,BOMBSHELL: Election rigged by foreign powers confirmed #185,An anonymous whistleblower has come forward with documents proving the shocking truth behind this story.,1
441,Supreme Court rules on landmark privacy case #387,"A spokesperson issued a statement clarifying the policy position, adding that further details would be released in due course.",0
454,Agriculture ministry reports record wheat production #456,"A spokesperson issued a statement clarifying the policy position, adding that further details would be released in due course.",0
